Fecha,Sistema operativo,Número de vistas de página
28 oct 2018,Windows Phone,2
28 oct 2018,Macintosh,1
28 oct 2018,Android,279
29 oct 2018,Linux,131
29 oct 2018,Chrome OS,1
29 oct 2018,iOS,47
29 oct 2018,Windows Phone,5
29 oct 2018,Macintosh,28
29 oct 2018,Android,714
29 oct 2018,Windows,612
29 oct 2018,BlackBerry,1
30 oct 2018,iOS,43
30 oct 2018,Windows,579
30 oct 2018,Linux,66
30 oct 2018,Android,440
30 oct 2018,Macintosh,24
31 oct 2018,Linux,20
31 oct 2018,Chrome OS,1
31 oct 2018,(not set),1
31 oct 2018,Macintosh,3
31 oct 2018,iOS,28
31 oct 2018,Windows,397
31 oct 2018,Android,337
1 nov 2018,(not set),1
1 nov 2018,Chrome OS,3
1 nov 2018,Macintosh,63
1 nov 2018,Android,539
1 nov 2018,iOS,30
1 nov 2018,Windows,591
1 nov 2018,Windows Phone,3
1 nov 2018,Linux,73
2 nov 2018,Android,424
2 nov 2018,Tizen,1
2 nov 2018,Linux,55
2 nov 2018,Windows,569
2 nov 2018,Chrome OS,1
2 nov 2018,iOS,24
2 nov 2018,Macintosh,2
2 nov 2018,Windows Phone,2
3 nov 2018,Android,340
3 nov 2018,Linux,1
3 nov 2018,iOS,17
3 nov 2018,Macintosh,3
3 nov 2018,Windows,225
4 nov 2018,Macintosh,3
4 nov 2018,Linux,2
4 nov 2018,Windows,302
4 nov 2018,Android,373
4 nov 2018,Windows Phone,5
4 nov 2018,Chrome OS,12
4 nov 2018,iOS,26
5 nov 2018,Macintosh,11
5 nov 2018,Linux,114
5 nov 2018,iOS,36
5 nov 2018,Android,494
5 nov 2018,Windows,667
5 nov 2018,Windows Phone,2
6 nov 2018,Windows,565
6 nov 2018,Linux,77
6 nov 2018,Macintosh,8
6 nov 2018,Android,532
6 nov 2018,BlackBerry,10
6 nov 2018,Windows Phone,8
6 nov 2018,iOS,35
7 nov 2018,Macintosh,8
7 nov 2018,Windows Phone,6
7 nov 2018,iOS,18
7 nov 2018,Android,519
7 nov 2018,Windows,457
7 nov 2018,(not set),1
7 nov 2018,Linux,17
8 nov 2018,Android,486
8 nov 2018,Macintosh,6
8 nov 2018,Linux,57
8 nov 2018,iOS,9
8 nov 2018,Windows,473
9 nov 2018,Linux,80
9 nov 2018,Samsung,1
9 nov 2018,Macintosh,18
9 nov 2018,iOS,30
9 nov 2018,Windows,515
9 nov 2018,Chrome OS,3
9 nov 2018,Android,402
10 nov 2018,Macintosh,11
10 nov 2018,Linux,4
10 nov 2018,Windows,222
10 nov 2018,iOS,22
10 nov 2018,Android,238
11 nov 2018,iOS,17
11 nov 2018,Linux,23
11 nov 2018,Chrome OS,6
11 nov 2018,Android,296
11 nov 2018,Windows Phone,1
11 nov 2018,Macintosh,3
11 nov 2018,Windows,251
12 nov 2018,Windows,710
12 nov 2018,Macintosh,20
12 nov 2018,Linux,37
12 nov 2018,Android,470
12 nov 2018,iOS,21
13 nov 2018,Android,382
13 nov 2018,Windows Phone,2
13 nov 2018,Linux,32
13 nov 2018,Windows,612
13 nov 2018,iOS,21
13 nov 2018,Macintosh,3
14 nov 2018,Android,408
14 nov 2018,Linux,29
14 nov 2018,Windows,478
14 nov 2018,iOS,17
14 nov 2018,Windows Phone,2
14 nov 2018,Macintosh,19
14 nov 2018,(not set),1
14 nov 2018,Chrome OS,7
15 nov 2018,iOS,38
15 nov 2018,Android,351
15 nov 2018,(not set),1
15 nov 2018,Windows,582
15 nov 2018,Chrome OS,2
15 nov 2018,Linux,63
15 nov 2018,Macintosh,8
16 nov 2018,Windows,456
16 nov 2018,Linux,42
16 nov 2018,Macintosh,9
16 nov 2018,Android,403
16 nov 2018,iOS,13
17 nov 2018,Windows Phone,1
17 nov 2018,iOS,14
17 nov 2018,Android,320
17 nov 2018,Linux,1
17 nov 2018,Macintosh,9
17 nov 2018,(not set),1
17 nov 2018,Windows,185
18 nov 2018,iOS,29
18 nov 2018,Android,250
18 nov 2018,Windows,233
18 nov 2018,Macintosh,5
18 nov 2018,Linux,3
19 nov 2018,Android,349
19 nov 2018,iOS,15
19 nov 2018,Macintosh,9
19 nov 2018,Linux,11
19 nov 2018,Windows,386
20 nov 2018,Macintosh,13
20 nov 2018,Windows Phone,2
20 nov 2018,iOS,32
20 nov 2018,Linux,146
20 nov 2018,Android,832
20 nov 2018,Windows,819
21 nov 2018,Macintosh,13
21 nov 2018,Windows,649
21 nov 2018,Linux,73
21 nov 2018,(not set),1
21 nov 2018,iOS,22
21 nov 2018,Android,681
22 nov 2018,Windows Phone,1
22 nov 2018,Android,625
22 nov 2018,Macintosh,10
22 nov 2018,iOS,31
22 nov 2018,Windows,634
22 nov 2018,Linux,136
23 nov 2018,(not set),7
23 nov 2018,Windows,414
23 nov 2018,Linux,60
23 nov 2018,iOS,51
23 nov 2018,Android,509
23 nov 2018,Macintosh,6
23 nov 2018,Windows Phone,7
24 nov 2018,Macintosh,8
24 nov 2018,Android,272
24 nov 2018,Linux,1
24 nov 2018,(not set),1
24 nov 2018,iOS,17
24 nov 2018,Windows,201
24 nov 2018,Windows Phone,4
25 nov 2018,Linux,2
25 nov 2018,Windows,216
25 nov 2018,Macintosh,2
25 nov 2018,Android,272
25 nov 2018,iOS,21
26 nov 2018,Windows Phone,1
26 nov 2018,Linux,6
26 nov 2018,iOS,23
26 nov 2018,Macintosh,2
26 nov 2018,Windows,540
26 nov 2018,Chrome OS,2
26 nov 2018,Android,512
27 nov 2018,Macintosh,1
27 nov 2018,Windows Phone,5
27 nov 2018,Linux,55
27 nov 2018,iOS,42
27 nov 2018,Android,602
27 nov 2018,Windows,563
28 nov 2018,Linux,49
28 nov 2018,Windows Phone,1
28 nov 2018,Android,551
28 nov 2018,Windows,633
28 nov 2018,iOS,35
28 nov 2018,Chrome OS,1
28 nov 2018,Macintosh,16
28 nov 2018,(not set),1
29 nov 2018,Windows,600
29 nov 2018,Macintosh,10
29 nov 2018,Android,500
29 nov 2018,iOS,25
29 nov 2018,Linux,58
29 nov 2018,Windows Phone,1
30 nov 2018,Linux,55
30 nov 2018,Android,363
30 nov 2018,Windows,408
30 nov 2018,Windows Phone,6
30 nov 2018,iOS,25
30 nov 2018,Macintosh,17
1 dic 2018,Windows Phone,4
1 dic 2018,Windows,122
1 dic 2018,Android,289
1 dic 2018,Macintosh,7
1 dic 2018,Linux,3
1 dic 2018,iOS,9
2 dic 2018,Android,349
2 dic 2018,(not set),2
2 dic 2018,iOS,24
2 dic 2018,Macintosh,15
2 dic 2018,Linux,7
2 dic 2018,Windows,162
3 dic 2018,(not set),2
3 dic 2018,Windows,747
3 dic 2018,iOS,57
3 dic 2018,Linux,71
3 dic 2018,Android,462
3 dic 2018,Windows Phone,3
3 dic 2018,Macintosh,6
4 dic 2018,Android,616
4 dic 2018,(not set),13
4 dic 2018,Macintosh,13
4 dic 2018,Windows,706
4 dic 2018,iOS,42
4 dic 2018,Linux,59
5 dic 2018,Macintosh,11
5 dic 2018,(not set),5
5 dic 2018,Windows Phone,12
5 dic 2018,Linux,45
5 dic 2018,Android,555
5 dic 2018,Windows,577
5 dic 2018,iOS,41
6 dic 2018,Windows Phone,1
6 dic 2018,Windows,535
6 dic 2018,iOS,18
6 dic 2018,Android,463
6 dic 2018,(not set),3
6 dic 2018,Macintosh,28
6 dic 2018,Linux,23
7 dic 2018,iOS,29
7 dic 2018,Windows Phone,1
7 dic 2018,Windows,338
7 dic 2018,Android,361
7 dic 2018,(not set),11
7 dic 2018,Macintosh,8
7 dic 2018,Linux,11
8 dic 2018,Windows Phone,1
8 dic 2018,Windows,156
8 dic 2018,Macintosh,3
8 dic 2018,iOS,29
8 dic 2018,Linux,5
8 dic 2018,Android,228
8 dic 2018,(not set),5
9 dic 2018,Windows Phone,1
9 dic 2018,Linux,4
9 dic 2018,iOS,10
9 dic 2018,Windows,208
9 dic 2018,Android,280
10 dic 2018,Android,575
10 dic 2018,Linux,64
10 dic 2018,Windows Phone,1
10 dic 2018,iOS,38
10 dic 2018,(not set),5
10 dic 2018,Macintosh,10
10 dic 2018,Windows,537
11 dic 2018,Macintosh,12
11 dic 2018,Windows,565
11 dic 2018,Android,501
11 dic 2018,Linux,70
11 dic 2018,iOS,27
11 dic 2018,Windows Phone,3
12 dic 2018,Android,517
12 dic 2018,Windows,546
12 dic 2018,iOS,31
12 dic 2018,Linux,39
12 dic 2018,Windows Phone,4
12 dic 2018,Macintosh,27
13 dic 2018,Macintosh,8
13 dic 2018,Linux,60
13 dic 2018,Windows Phone,5
13 dic 2018,iOS,39
13 dic 2018,(not set),2
13 dic 2018,Windows,473
13 dic 2018,Android,411
14 dic 2018,(not set),1
14 dic 2018,Windows Phone,11
14 dic 2018,Macintosh,2
14 dic 2018,Linux,107
14 dic 2018,iOS,58
14 dic 2018,Windows,553
14 dic 2018,Android,535
15 dic 2018,Chrome OS,2
15 dic 2018,Android,275
15 dic 2018,Linux,4
15 dic 2018,Macintosh,14
15 dic 2018,iOS,27
15 dic 2018,Windows Phone,6
15 dic 2018,Windows,152
16 dic 2018,iOS,18
16 dic 2018,Macintosh,1
16 dic 2018,Linux,1
16 dic 2018,Android,342
16 dic 2018,Windows,196
17 dic 2018,iOS,43
17 dic 2018,Linux,44
17 dic 2018,Chrome OS,1
17 dic 2018,Windows Phone,8
17 dic 2018,Windows,583
17 dic 2018,Android,644
17 dic 2018,Macintosh,3
18 dic 2018,Windows,551
18 dic 2018,iOS,28
18 dic 2018,Linux,58
18 dic 2018,Android,558
18 dic 2018,Windows Phone,3
18 dic 2018,Macintosh,30
18 dic 2018,(not set),2
19 dic 2018,Macintosh,2
19 dic 2018,Linux,44
19 dic 2018,Android,502
19 dic 2018,Windows Phone,1
19 dic 2018,iOS,41
19 dic 2018,Windows,517
20 dic 2018,Windows Phone,3
20 dic 2018,Macintosh,20
20 dic 2018,Android,794
20 dic 2018,Windows,419
20 dic 2018,Linux,79
20 dic 2018,iOS,29
21 dic 2018,Windows,337
21 dic 2018,Macintosh,22
21 dic 2018,Android,431
21 dic 2018,Windows Phone,5
21 dic 2018,iOS,14
21 dic 2018,Linux,23
22 dic 2018,Linux,2
22 dic 2018,Android,280
22 dic 2018,iOS,8
22 dic 2018,Windows,128
22 dic 2018,Macintosh,3
23 dic 2018,Linux,1
23 dic 2018,Windows,72
23 dic 2018,Macintosh,1
23 dic 2018,Windows Phone,1
23 dic 2018,iOS,15
23 dic 2018,Android,176
24 dic 2018,Linux,4
24 dic 2018,iOS,17
24 dic 2018,Macintosh,1
24 dic 2018,Windows Phone,1
24 dic 2018,Windows,66
24 dic 2018,Android,132
24 dic 2018,(not set),5
25 dic 2018,Windows,80
25 dic 2018,Linux,3
25 dic 2018,Macintosh,1
25 dic 2018,iOS,2
25 dic 2018,Android,189
26 dic 2018,Linux,11
26 dic 2018,Windows,228
26 dic 2018,Android,263
26 dic 2018,Macintosh,6
26 dic 2018,iOS,18
27 dic 2018,Windows Phone,4
27 dic 2018,Windows,245
27 dic 2018,Android,234
27 dic 2018,Linux,3
27 dic 2018,(not set),1
27 dic 2018,iOS,15
28 dic 2018,Android,243
28 dic 2018,(not set),1
28 dic 2018,Linux,22
28 dic 2018,Windows,193
28 dic 2018,iOS,17
28 dic 2018,BlackBerry,3
29 dic 2018,Windows,120
29 dic 2018,Windows Phone,1
29 dic 2018,iOS,9
29 dic 2018,Linux,1
29 dic 2018,Chrome OS,1
29 dic 2018,Android,186
29 dic 2018,Macintosh,3
30 dic 2018,Linux,1
30 dic 2018,Android,150
30 dic 2018,Macintosh,7
30 dic 2018,Windows,98
30 dic 2018,Windows Phone,4
30 dic 2018,iOS,15
31 dic 2018,Windows,82
31 dic 2018,Android,111
31 dic 2018,Linux,2
31 dic 2018,iOS,11
31 dic 2018,Macintosh,1
1 ene 2019,Android,134
1 ene 2019,iOS,9
1 ene 2019,Macintosh,5
1 ene 2019,Windows,56
1 ene 2019,(not set),3
2 ene 2019,iOS,11
2 ene 2019,Macintosh,6
2 ene 2019,Windows,244
2 ene 2019,Android,296
2 ene 2019,Linux,14
2 ene 2019,Windows Phone,2
3 ene 2019,iOS,8
3 ene 2019,Windows,230
3 ene 2019,Android,299
3 ene 2019,Macintosh,2
3 ene 2019,Windows Phone,5
3 ene 2019,Linux,47
4 ene 2019,Windows,222
4 ene 2019,Macintosh,8
4 ene 2019,iOS,8
4 ene 2019,Linux,2
4 ene 2019,Android,232
5 ene 2019,Android,240
5 ene 2019,iOS,10
5 ene 2019,Macintosh,3
5 ene 2019,Linux,6
5 ene 2019,Windows,102
6 ene 2019,Macintosh,7
6 ene 2019,Windows,155
6 ene 2019,Android,309
6 ene 2019,Windows Phone,2
6 ene 2019,Linux,11
6 ene 2019,iOS,25
7 ene 2019,Windows Phone,3
7 ene 2019,Android,340
7 ene 2019,Windows,238
7 ene 2019,(not set),8
7 ene 2019,Macintosh,13
7 ene 2019,Linux,13
7 ene 2019,iOS,32
8 ene 2019,iOS,17
8 ene 2019,Android,380
8 ene 2019,Windows,294
8 ene 2019,Macintosh,2
8 ene 2019,Linux,1
8 ene 2019,(not set),6
8 ene 2019,Windows Phone,1
9 ene 2019,Windows,233
9 ene 2019,iOS,11
9 ene 2019,Android,296
9 ene 2019,Linux,1
9 ene 2019,Macintosh,25
9 ene 2019,Windows Phone,1
10 ene 2019,Linux,15
10 ene 2019,Windows Phone,2
10 ene 2019,(not set),2
10 ene 2019,Macintosh,4
10 ene 2019,Android,387
10 ene 2019,Windows,222
10 ene 2019,iOS,36
11 ene 2019,iOS,30
11 ene 2019,Linux,3
11 ene 2019,Windows Phone,1
11 ene 2019,(not set),8
11 ene 2019,Windows,147
11 ene 2019,Macintosh,14
11 ene 2019,Android,276
12 ene 2019,Linux,2
12 ene 2019,Windows Phone,4
12 ene 2019,Windows,164
12 ene 2019,Android,240
12 ene 2019,iOS,11
12 ene 2019,Macintosh,4
13 ene 2019,Linux,2
13 ene 2019,Macintosh,13
13 ene 2019,iOS,13
13 ene 2019,Android,185
13 ene 2019,Windows,103
14 ene 2019,(not set),8
14 ene 2019,Linux,1
14 ene 2019,Android,375
14 ene 2019,iOS,16
14 ene 2019,Macintosh,16
14 ene 2019,Windows,318
15 ene 2019,Windows,309
15 ene 2019,Macintosh,2
15 ene 2019,iOS,30
15 ene 2019,Linux,4
15 ene 2019,Android,375
15 ene 2019,(not set),1
15 ene 2019,Windows Phone,1
16 ene 2019,Windows,365
16 ene 2019,Linux,3
16 ene 2019,iOS,12
16 ene 2019,Macintosh,5
16 ene 2019,Android,352
17 ene 2019,Macintosh,12
17 ene 2019,Linux,9
17 ene 2019,Windows Phone,4
17 ene 2019,iOS,31
17 ene 2019,Windows,182
17 ene 2019,Android,308
18 ene 2019,Android,312
18 ene 2019,Windows,229
18 ene 2019,iOS,37
18 ene 2019,(not set),1
18 ene 2019,Windows Phone,2
18 ene 2019,Linux,5
18 ene 2019,Macintosh,5
19 ene 2019,Macintosh,2
19 ene 2019,iOS,15
19 ene 2019,Windows,128
19 ene 2019,Linux,1
19 ene 2019,Android,293
20 ene 2019,Macintosh,7
20 ene 2019,Windows Phone,1
20 ene 2019,iOS,17
20 ene 2019,Linux,1
20 ene 2019,Android,311
20 ene 2019,Windows,149
21 ene 2019,Windows,392
21 ene 2019,Linux,6
21 ene 2019,Macintosh,11
21 ene 2019,(not set),1
21 ene 2019,iOS,22
21 ene 2019,Android,372
22 ene 2019,Linux,1
22 ene 2019,Windows,316
22 ene 2019,Android,326
22 ene 2019,(not set),16
22 ene 2019,iOS,26
22 ene 2019,Macintosh,1
23 ene 2019,Linux,18
23 ene 2019,iOS,22
23 ene 2019,Windows Phone,3
23 ene 2019,Windows,199
23 ene 2019,Macintosh,4
23 ene 2019,Android,319
24 ene 2019,Macintosh,10
24 ene 2019,(not set),1
24 ene 2019,Linux,1
24 ene 2019,Windows,226
24 ene 2019,iOS,11
24 ene 2019,Android,409
25 ene 2019,Linux,8
25 ene 2019,Windows,254
25 ene 2019,iOS,21
25 ene 2019,Android,318
25 ene 2019,Windows Phone,1
25 ene 2019,Macintosh,5
26 ene 2019,Windows,152
26 ene 2019,iOS,10
26 ene 2019,Linux,6
26 ene 2019,Macintosh,10
26 ene 2019,(not set),1
26 ene 2019,Android,263
26 ene 2019,Windows Phone,2
27 ene 2019,Android,265
27 ene 2019,Linux,3
27 ene 2019,Macintosh,12
27 ene 2019,iOS,14
27 ene 2019,Windows,116
28 ene 2019,Windows Phone,4
28 ene 2019,Android,533
28 ene 2019,Macintosh,13
28 ene 2019,Windows,371
28 ene 2019,iOS,48
28 ene 2019,Linux,1
29 ene 2019,Windows,392
29 ene 2019,Windows Phone,6
29 ene 2019,iOS,17
29 ene 2019,(not set),4
29 ene 2019,Linux,4
29 ene 2019,Android,423
29 ene 2019,Macintosh,6
30 ene 2019,iOS,28
30 ene 2019,Android,522
30 ene 2019,Linux,11
30 ene 2019,Windows,294
30 ene 2019,(not set),9
30 ene 2019,Macintosh,2
31 ene 2019,Windows,301
31 ene 2019,Android,278
31 ene 2019,Linux,14
31 ene 2019,Windows Phone,6
31 ene 2019,(not set),9
31 ene 2019,iOS,23
31 ene 2019,Macintosh,9
1 feb 2019,Android,375
1 feb 2019,Macintosh,7
1 feb 2019,Linux,23
1 feb 2019,Nokia,1
1 feb 2019,Windows Phone,2
1 feb 2019,iOS,27
1 feb 2019,Windows,330
2 feb 2019,Windows,155
2 feb 2019,Macintosh,3
2 feb 2019,iOS,22
2 feb 2019,Linux,1
2 feb 2019,Android,335
3 feb 2019,Linux,5
3 feb 2019,Windows,177
3 feb 2019,Chrome OS,6
3 feb 2019,Android,429
3 feb 2019,iOS,24
3 feb 2019,Windows Phone,6
4 feb 2019,Linux,14
4 feb 2019,Windows Phone,4
4 feb 2019,Windows,712
4 feb 2019,Android,911
4 feb 2019,Macintosh,11
4 feb 2019,iOS,28
5 feb 2019,iOS,22
5 feb 2019,Windows,565
5 feb 2019,(not set),8
5 feb 2019,Android,750
5 feb 2019,Windows Phone,9
5 feb 2019,Linux,22
5 feb 2019,Macintosh,18
6 feb 2019,iOS,120
6 feb 2019,Windows,727
6 feb 2019,Android,1167
6 feb 2019,Linux,39
6 feb 2019,Macintosh,8
6 feb 2019,Windows Phone,1
6 feb 2019,Nokia,1
7 feb 2019,Android,1277
7 feb 2019,Linux,86
7 feb 2019,Macintosh,14
7 feb 2019,iOS,70
7 feb 2019,Windows Phone,3
7 feb 2019,Windows,1182
8 feb 2019,iOS,95
8 feb 2019,Android,1035
8 feb 2019,Windows,541
8 feb 2019,Macintosh,2
8 feb 2019,Windows Phone,1
8 feb 2019,Linux,41
9 feb 2019,Android,426
9 feb 2019,Windows Phone,2
9 feb 2019,Windows,199
9 feb 2019,Linux,1
9 feb 2019,Macintosh,8
9 feb 2019,iOS,18
10 feb 2019,Linux,6
10 feb 2019,Windows,350
10 feb 2019,Android,614
10 feb 2019,iOS,47
10 feb 2019,Chrome OS,1
10 feb 2019,Windows Phone,2
10 feb 2019,Macintosh,6
11 feb 2019,Linux,79
11 feb 2019,Windows Phone,10
11 feb 2019,Macintosh,34
11 feb 2019,Android,1137
11 feb 2019,Windows,789
11 feb 2019,iOS,42
11 feb 2019,(not set),6
12 feb 2019,(not set),10
12 feb 2019,Windows Phone,10
12 feb 2019,Linux,169
12 feb 2019,Macintosh,9
12 feb 2019,Chrome OS,1
12 feb 2019,Windows,722
12 feb 2019,iOS,37
12 feb 2019,Android,941
13 feb 2019,Linux,68
13 feb 2019,iOS,31
13 feb 2019,Macintosh,6
13 feb 2019,(not set),7
13 feb 2019,Android,915
13 feb 2019,Windows,661
13 feb 2019,Chrome OS,1
14 feb 2019,(not set),2
14 feb 2019,Macintosh,6
14 feb 2019,Windows Phone,6
14 feb 2019,Linux,114
14 feb 2019,iOS,37
14 feb 2019,Android,1122
14 feb 2019,Windows,611
15 feb 2019,Windows,623
15 feb 2019,Macintosh,7
15 feb 2019,Linux,46
15 feb 2019,iOS,41
15 feb 2019,Windows Phone,1
15 feb 2019,Android,968
16 feb 2019,Macintosh,16
16 feb 2019,Windows,352
16 feb 2019,Android,624
16 feb 2019,Chrome OS,1
16 feb 2019,(not set),6
16 feb 2019,Windows Phone,1
16 feb 2019,iOS,25
16 feb 2019,Linux,15
17 feb 2019,Android,708
17 feb 2019,Windows,411
17 feb 2019,Linux,10
17 feb 2019,Macintosh,4
17 feb 2019,iOS,32
18 feb 2019,Android,850
18 feb 2019,Macintosh,13
18 feb 2019,Windows,638
18 feb 2019,Linux,75
18 feb 2019,iOS,24
19 feb 2019,(not set),1
19 feb 2019,Linux,60
19 feb 2019,iOS,57
19 feb 2019,Windows Phone,7
19 feb 2019,Windows,581
19 feb 2019,Android,890
19 feb 2019,Macintosh,2
20 feb 2019,Linux,71
20 feb 2019,iOS,49
20 feb 2019,Android,611
20 feb 2019,Windows,586
20 feb 2019,Windows Phone,1
20 feb 2019,Macintosh,9
21 feb 2019,iOS,40
21 feb 2019,(not set),1
21 feb 2019,Macintosh,3
21 feb 2019,Windows,534
21 feb 2019,Windows Phone,9
21 feb 2019,Linux,76
21 feb 2019,Android,596
22 feb 2019,iOS,35
22 feb 2019,Windows Phone,14
22 feb 2019,Linux,87
22 feb 2019,Macintosh,4
22 feb 2019,Windows,527
22 feb 2019,Android,627
23 feb 2019,Linux,5
23 feb 2019,Chrome OS,4
23 feb 2019,Macintosh,1
23 feb 2019,Android,351
23 feb 2019,iOS,21
23 feb 2019,Windows Phone,2
23 feb 2019,Windows,155
24 feb 2019,Macintosh,4
24 feb 2019,Linux,4
24 feb 2019,Windows Phone,2
24 feb 2019,Android,399
24 feb 2019,iOS,27
24 feb 2019,Windows,301
25 feb 2019,Linux,85
25 feb 2019,Chrome OS,9
25 feb 2019,(not set),1
25 feb 2019,Windows,693
25 feb 2019,Windows Phone,1
25 feb 2019,iOS,38
25 feb 2019,Macintosh,15
25 feb 2019,Android,706
26 feb 2019,Windows Phone,2
26 feb 2019,Chrome OS,1
26 feb 2019,BlackBerry,1
26 feb 2019,iOS,30
26 feb 2019,(not set),5
26 feb 2019,Android,576
26 feb 2019,Macintosh,9
26 feb 2019,Windows,602
26 feb 2019,Linux,176
27 feb 2019,(not set),6
27 feb 2019,iOS,80
27 feb 2019,Windows Phone,5
27 feb 2019,Linux,87
27 feb 2019,Windows,547
27 feb 2019,Macintosh,11
27 feb 2019,Android,844
28 feb 2019,Windows,509
28 feb 2019,Windows Phone,1
28 feb 2019,Macintosh,9
28 feb 2019,iOS,43
28 feb 2019,(not set),1
28 feb 2019,Android,601
28 feb 2019,Linux,113
1 mar 2019,Linux,81
1 mar 2019,Macintosh,11
1 mar 2019,iOS,22
1 mar 2019,Android,522
1 mar 2019,Playstation 4,1
1 mar 2019,Windows Phone,7
1 mar 2019,Windows,331
1 mar 2019,(not set),6
2 mar 2019,Macintosh,3
2 mar 2019,iOS,12
2 mar 2019,Android,353
2 mar 2019,Linux,2
2 mar 2019,Windows,175
2 mar 2019,Playstation 4,1
3 mar 2019,(not set),2
3 mar 2019,iOS,30
3 mar 2019,Windows,134
3 mar 2019,Android,266
3 mar 2019,Macintosh,10
3 mar 2019,Linux,2
4 mar 2019,Windows,227
4 mar 2019,Macintosh,1
4 mar 2019,Android,339
4 mar 2019,Playstation 4,2
4 mar 2019,iOS,15
4 mar 2019,Linux,1
4 mar 2019,Chrome OS,2
5 mar 2019,Chrome OS,11
5 mar 2019,Linux,26
5 mar 2019,iOS,21
5 mar 2019,(not set),9
5 mar 2019,Android,418
5 mar 2019,Windows Phone,6
5 mar 2019,Windows,322
5 mar 2019,Macintosh,8
6 mar 2019,iOS,28
6 mar 2019,Windows,465
6 mar 2019,Linux,58
6 mar 2019,Windows Phone,4
6 mar 2019,Android,554
6 mar 2019,Macintosh,16
7 mar 2019,iOS,24
7 mar 2019,Windows,509
7 mar 2019,Android,530
7 mar 2019,Linux,39
7 mar 2019,Windows Phone,2
7 mar 2019,Macintosh,7
8 mar 2019,Android,392
8 mar 2019,Windows,324
8 mar 2019,Linux,15
8 mar 2019,iOS,25
8 mar 2019,Macintosh,26
8 mar 2019,Playstation 4,1
9 mar 2019,Android,315
9 mar 2019,Macintosh,6
9 mar 2019,Windows,181
9 mar 2019,iOS,18
9 mar 2019,Playstation 4,2
9 mar 2019,Linux,12
10 mar 2019,Windows,125
10 mar 2019,Macintosh,5
10 mar 2019,Windows Phone,1
10 mar 2019,Linux,1
10 mar 2019,iOS,35
10 mar 2019,Android,292
11 mar 2019,Linux,104
11 mar 2019,(not set),6
11 mar 2019,iOS,96
11 mar 2019,Windows,737
11 mar 2019,Macintosh,8
11 mar 2019,Windows Phone,4
11 mar 2019,Android,1431
12 mar 2019,Linux,80
12 mar 2019,iOS,42
12 mar 2019,Windows,824
12 mar 2019,Macintosh,15
12 mar 2019,Android,864
12 mar 2019,Windows Phone,1
13 mar 2019,Android,575
13 mar 2019,Windows Phone,1
13 mar 2019,Windows,583
13 mar 2019,Macintosh,5
13 mar 2019,iOS,40
13 mar 2019,Linux,61
13 mar 2019,Chrome OS,1
14 mar 2019,iOS,45
14 mar 2019,Android,601
14 mar 2019,Macintosh,10
14 mar 2019,Windows Phone,4
14 mar 2019,Windows,507
14 mar 2019,Linux,68
15 mar 2019,Windows,388
15 mar 2019,iOS,45
15 mar 2019,Android,537
15 mar 2019,Macintosh,18
15 mar 2019,Linux,50
16 mar 2019,Windows,131
16 mar 2019,Windows Phone,3
16 mar 2019,Chrome OS,1
16 mar 2019,Macintosh,5
16 mar 2019,Linux,1
16 mar 2019,iOS,15
16 mar 2019,Android,284
17 mar 2019,iOS,27
17 mar 2019,Linux,3
17 mar 2019,Windows,207
17 mar 2019,Chrome OS,1
17 mar 2019,Android,334
17 mar 2019,Windows Phone,1
17 mar 2019,Macintosh,1
18 mar 2019,Windows,492
18 mar 2019,Linux,86
18 mar 2019,Windows Phone,3
18 mar 2019,(not set),2
18 mar 2019,iOS,39
18 mar 2019,Macintosh,6
18 mar 2019,Android,485
19 mar 2019,Macintosh,18
19 mar 2019,iOS,33
19 mar 2019,(not set),8
19 mar 2019,Windows,342
19 mar 2019,Playstation 4,1
19 mar 2019,Linux,13
19 mar 2019,Android,357
20 mar 2019,Macintosh,5
20 mar 2019,(not set),8
20 mar 2019,Windows,611
20 mar 2019,Windows Phone,8
20 mar 2019,Linux,72
20 mar 2019,Android,542
20 mar 2019,iOS,37
21 mar 2019,Android,511
21 mar 2019,Macintosh,21
21 mar 2019,Windows Phone,3
21 mar 2019,Windows,513
21 mar 2019,Linux,76
21 mar 2019,iOS,36
22 mar 2019,Windows,403
22 mar 2019,(not set),6
22 mar 2019,Android,370
22 mar 2019,Macintosh,3
22 mar 2019,Windows Phone,2
22 mar 2019,iOS,33
22 mar 2019,Linux,38
23 mar 2019,Windows,127
23 mar 2019,iOS,18
23 mar 2019,Macintosh,10
23 mar 2019,Linux,6
23 mar 2019,Android,275
24 mar 2019,(not set),1
24 mar 2019,Macintosh,6
24 mar 2019,Android,286
24 mar 2019,Windows,144
24 mar 2019,iOS,21
24 mar 2019,Linux,2
25 mar 2019,Windows Phone,4
25 mar 2019,iOS,43
25 mar 2019,Macintosh,7
25 mar 2019,Linux,100
25 mar 2019,Android,597
25 mar 2019,Windows,631
26 mar 2019,iOS,38
26 mar 2019,Android,655
26 mar 2019,Windows,508
26 mar 2019,Windows Phone,1
26 mar 2019,(not set),1
26 mar 2019,Macintosh,17
26 mar 2019,Linux,78
27 mar 2019,Linux,77
27 mar 2019,Windows,536
27 mar 2019,Android,459
27 mar 2019,iOS,31
27 mar 2019,Macintosh,6
27 mar 2019,Windows Phone,1
28 mar 2019,Linux,91
28 mar 2019,Android,529
